(written by ASE)

90 atoms
2 atom types

0.0                      10  xlo xhi
0.0                      10  ylo yhi
0.0                      10  zlo zhi

Atoms # atomic

     1   2      2.2999999999999998      6.2800000000000002      1.1299999999999999
     2   1      1.3700000000000001      6.2599999999999998                     1.5
     3   1      2.3100000000000001      5.8899999999999997     0.20999999999999999
     4   2                    0.19      3.6800000000000002      6.4699999999999998
     5   1                   -0.63      4.1100000000000003      6.8600000000000003
     6   1   -0.089999999999999997      2.9500000000000002      5.8399999999999999
     7   2      6.8499999999999996                  10.121      6.6500000000000004
     8   1                    7.54      9.9610000000000003      7.3499999999999996
     9   1      6.1200000000000001      10.691000000000001      7.0300000000000002
    10   2                    1.22      6.4299999999999997      5.6299999999999999
    11   1     0.77000000000000002      5.5499999999999998      5.7999999999999998
    12   1                    1.21      6.9699999999999998      6.4699999999999998
    13   2      8.0899999999999999    0.040000000000000001      5.0199999999999996
    14   1      8.4900000000000002     0.94999999999999996      4.9299999999999997
    15   1      7.0899999999999999                    0.12      5.0800000000000001
    16   2                    1.97      9.7609999999999992                  12.641
    17   1      2.8599999999999999      9.3109999999999999      12.500999999999999
    18   1                    1.24      9.1110000000000007      12.451000000000001
    19   2      5.9800000000000004                    7.29      2.7000000000000002
    20   1      6.2199999999999998      7.9800000000000004                    2.02
    21   1      5.2000000000000002      7.6200000000000001      3.2400000000000002
    22   2     0.76000000000000001      8.1099999999999994      7.8899999999999997
    23   1                    1.75      7.9900000000000002      7.9800000000000004
    24   1     0.52000000000000002      9.0600000000000005      8.0999999999999996
    25   2      8.6500000000000004                    3.48                    1.95
    26   1      9.2400000000000002      4.1100000000000003                    1.46
    27   1      8.8399999999999999                    2.54      1.6599999999999999
    28   2      3.8199999999999998                       7      4.7999999999999998
    29   1      4.2699999999999996      6.0999999999999996      4.7699999999999996
    30   1      2.8799999999999999      6.8899999999999997      5.1299999999999999
    31   2      6.1399999999999997                    1.22      1.1699999999999999
    32   1      7.1200000000000001                       1                    1.24
    33   1      5.8300000000000001                    1.05     0.23999999999999999
    34   2      5.3899999999999997     0.64000000000000001      5.1200000000000001
    35   1      4.5800000000000001     0.65000000000000002      5.7000000000000002
    36   1      5.4199999999999999                    1.47      4.5700000000000003
    37   2      5.2699999999999996      2.5600000000000001      3.2799999999999998
    38   1                    5.54                    1.97      2.5299999999999998
    39   1      5.2699999999999996      3.5099999999999998      2.9700000000000002
    40   2      5.6600000000000001      5.3700000000000001      8.6500000000000004
    41   1      5.7800000000000002      6.0300000000000002      7.9100000000000001
    42   1      6.1200000000000001                    5.71      9.4800000000000004
    43   2      5.7300000000000004      8.6999999999999993                  10.291
    44   1      6.1699999999999999      9.5899999999999999      10.201000000000001
    45   1      5.0999999999999996      8.6999999999999993                  11.061
    46   2      7.3200000000000003      6.3399999999999999                  10.641
    47   1      7.9100000000000001      6.0800000000000001      9.8810000000000002
    48   1                    7.04      7.2999999999999998      10.531000000000001
    49   2      3.0699999999999998                    0.63      6.1799999999999997
    50   1                    2.96      1.5700000000000001      6.5099999999999998
    51   1                    3.02                       0      6.9500000000000002
    52   2                  10.231      7.6600000000000001      9.6609999999999996
    53   1                  10.381      7.8700000000000001                  10.621
    54   1      9.9309999999999992                    6.71      9.5709999999999997
    55   2      3.1899999999999999      8.0999999999999996      9.4909999999999997
    56   1      4.1200000000000001      8.4600000000000009      9.5410000000000004
    57   1      3.1299999999999999                    7.25      10.010999999999999
    58   2      10.021000000000001                    7.96                  12.381
    59   1      10.430999999999999      7.6399999999999997                  13.241
    60   1      9.0609999999999999      7.6900000000000004      12.351000000000001
    61   2      8.1500000000000004      5.7199999999999998                    3.25
    62   1      8.2200000000000006      4.8300000000000001                    2.79
    63   1                    7.21      6.0599999999999996      3.1699999999999999
    64   2      4.7300000000000004                       5      1.9099999999999999
    65   1      5.3399999999999999      5.7999999999999998                    1.95
    66   1      3.7799999999999998      5.3099999999999996                    1.98
    67   2      9.0299999999999994     0.85999999999999999      1.3300000000000001
    68   1      9.5399999999999991                    0.87     0.46999999999999997
    69   1      9.5899999999999999                    0.44                    2.04
    70   2      2.6299999999999999      3.2599999999999998      7.2000000000000002
    71   1      1.8400000000000001                    3.77      6.8600000000000003
    72   1                    2.54      3.1099999999999999      8.1799999999999997
    73   2                  10.391                  10.981                    6.96
    74   1      9.6910000000000007      10.510999999999999                     7.5
    75   1                  10.981                  10.301      6.5300000000000002
    76   2                    0.75      3.4500000000000002     0.33000000000000002
    77   1    -0.17000000000000001      3.1699999999999999    0.040000000000000001
    78   1      1.0600000000000001      4.2199999999999998    -0.23000000000000001
    79   2     0.71999999999999997      1.6599999999999999      3.1800000000000002
    80   1     0.55000000000000004      2.4900000000000002      2.6400000000000001
    81   1      1.6200000000000001                    1.29                    2.96
    82   2      5.9400000000000004      7.4500000000000002      6.5199999999999996
    83   1      6.4400000000000004      8.3000000000000007      6.3300000000000001
    84   1      5.0599999999999996      7.4699999999999998                    6.04
    85   2      8.5899999999999999      9.5609999999999999      8.6099999999999994
    86   1      9.1300000000000008      8.8710000000000004      9.0899999999999999
    87   1      8.2699999999999996      10.250999999999999      9.2699999999999996
    88   2      4.2800000000000002      4.2400000000000002      5.2000000000000002
    89   1      4.5800000000000001                    3.52      4.5800000000000001
    90   1      3.8900000000000001      3.8399999999999999      6.0300000000000002
